0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000
0x0000, 0xFF7F, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0001, 0xFFFF, 0x0003, 0xFFFF, 0x0006, 0xFFFF, 0x000C, 0xFFFF, 0x0018, 0xFFFF, 0x0030, 0xFFFF, 0x0060, 0xFFFF, 0x00C0, 0xFFFF, 0x0080, 0xFFFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xB6EF, 0xFFFF, 0x4957, 0xB6EF, 0xB6AB, 0x0047, 0xB64B, 0x0007, 0xB6AB, 0x0007, 0xB6EB, 0x0007, 0xB6AB, 0x0047, 0xB6AB, 0x0047, 0x4AAB, 0x8447, 0xB557, 0xCEEF, 0xCEEF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0010, 0xF7FF, 0x0812, 0x87E1, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x0002, 0xBFFF, 0x7FFE, 0xFFFF, 0x0000, 0xFFFF
0x0FF8, 0xFFFF, 0x182C, 0xF01F, 0x3016, 0xE00F, 0x63CA, 0xC187, 0x676A, 0xC3C7, 0x5A6A, 0xE7C7, 0x3CCA, 0xFF87, 0x0194, 0xFF0F, 0x0328, 0xFE1F, 0x0650, 0xFC3F, 0x06A0, 0xFC7F, 0x0240, 0xFFFF, 0x03C0, 0xFFFF, 0x0660, 0xFC3F, 0x05A0, 0xFE7F, 0x03C0, 0xFFFF
0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000
0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000
0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000, 0x0000
0x10A2, 0x0041, 0xF75C, 0x0003, 0xF551, 0x020F, 0x1759, 0x0007, 0xF0A4, 0x0043, 0x975A, 0x6021, 0x954A, 0x6231, 0xF57A, 0x0201, 0x1544, 0x0203, 0xE8B9, 0x1747, 0x0203, 0xFFFF, 0x1747, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFE, 0x0000, 0xFFFD, 0x0000, 0xFFFB, 0x0000, 0xFFF7, 0x0000, 0xFFEF, 0x0000, 0xFFDF, 0x0000, 0xFFBF
0x0000, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0x9D66, 0x6299, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF57F, 0xFFFF, 0xFFFE, 0xFFFF, 0xFF90, 0xFFFF, 0xB2FF, 0xFFFF, 0xCDE0, 0xFFFF, 0xFB8F, 0xFEFF, 0x8120
0xF7DF, 0x0FE0, 0xDFB3, 0x3FCC, 0xDF6D, 0x3F9E, 0xEEDD, 0x1F3E, 0x95BE, 0x6E7F, 0xEB3F, 0x703F, 0x761F, 0xF81F, 0xFBCF, 0xF81F, 0xFFF8, 0xF807, 0xF787, 0xF808, 0x7DDE, 0xF01F, 0xE9DF, 0x703F, 0xB4FF, 0x6C1F, 0xDEEE, 0x2F1F, 0xEF7D, 0x1F8E, 0xFFF3, 0x1F8C
0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x7F28, 0x80D7, 0x0000, 0xFFFF, 0x30E2, 0xCF1D, 0x0E00, 0xFFFF, 0x001C, 0xFFFF, 0xFC00, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0x0000, 0xFFFF
0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB
0xFFFF, 0xC818, 0xFFFF, 0x8300, 0xFFFF, 0x79CF, 0xFFFF, 0xCDF1, 0xFFFF, 0xB2FF, 0xFFFF, 0xFFA1, 0xFFF7, 0xFFD3, 0xFFFF, 0x1579, 0xFFFF, 0x9FFC, 0xFFFF, 0xFFFE, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0x9FEB, 0x6016, 0xBFFB, 0x7FF6, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0x9FEB, 0x6016, 0xBFFB, 0x7FF6, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006
0xFFFF, 0xDC18, 0xDFFF, 0xDD00, 0xFFFF, 0xDFCF, 0xDFFF, 0xDFF0, 0xFFFF, 0xDEFF, 0xDFFF, 0xDFA1, 0xFFF7, 0xDFF3, 0xDFFF, 0xDD79, 0xFFFF, 0xDFFC, 0xDFFF, 0xDFFE, 0xFFFF, 0xDFFF, 0xDFFF, 0xDFFF, 0xFFFF, 0xDFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0x3FF3, 0x2002, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0x9FEB, 0x6016, 0xBFFB, 0x7FF6, 0xBFFB, 0x6006, 0xBFFB, 0x6006, 0xBFFB, 0x6006
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x007C, 0xFFFF, 0x0161, 0xFFFF, 0x05F1, 0xFFFF, 0x0383, 0xFFFF, 0x1767, 0xFFFF, 0x1F82, 0xFFFF, 0x3F9E, 0xFFFF
0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF5D, 0xFF5F, 0xFF7D, 0xFF7F, 0xFF6D, 0xFF6F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF79, 0xFF7B, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F, 0xFF7D, 0xFF7F
0xFFFF, 0x183B, 0xFFFB, 0x00BB, 0xFFFF, 0xF3FB, 0xFFFB, 0x0FFB, 0xFFFF, 0xFF7B, 0xFFFB, 0x85FB, 0xEFFF, 0xCFFB, 0xFFFB, 0x9EBB, 0xFFFF, 0x3FFB, 0xFFFB, 0x7FFB, 0xFFFF, 0xFFFB, 0xFFFB, 0xFFFB, 0xFFFF, 0xFFFB, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6, 0xFFF8, 0xFFF6
0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF, 0x1FFF, 0x6FFF
0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0x1FFF, 0xE000, 0x0FFF, 0xF000, 0x07FF, 0xF800, 0x3FFF, 0xC000, 0x7FFF, 0x8000
0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFC, 0x0003, 0xFFF8, 0x0007, 0xFFF0, 0x000F, 0xFFE0, 0x001F, 0xFFE1, 0x001F
0x0000, 0xFFFF, 0x0000, 0x0000, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0xFFFF, 0x0000, 0x0000, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0x7FFF, 0x0000, 0xFFFF, 0xFFFF, 0xFFFF
0x0000, 0xFFFF, 0x0001, 0x0003, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0003, 0xFFFF, 0x0001, 0x0003, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0001, 0xFFFF, 0x0003, 0xFFFF, 0xFFFF, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xDFFB, 0xDFFB, 0xDFFB, 0xDFFB, 0xFFFF, 0xDFFB, 0xA425, 0x581A, 0xDFFB, 0xFFFF, 0xDFFB, 0xFFFF, 0xFFFF, 0xFFFF
0xFFFF, 0xFFFF, 0x18C0, 0x0880, 0x18C0, 0x0880, 0x0880, 0xFFFF, 0x0880, 0xFFFF, 0xFFFF, 0xFFFF, 0xFF7E, 0xFF81, 0xFF81, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00
0x0031, 0xFFF1, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x003F, 0xFFFB, 0x003B, 0xFFFB, 0x7F3F, 0x80FB, 0x003B, 0xFFFB, 0x30FF, 0xCF3B, 0x0E3B, 0xFFFB, 0x003F, 0xFFFB, 0xFC3B, 0xFFFB
0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF00, 0x0000, 0xFF81, 0xC381, 0xFFC3, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF
0xFFEF, 0xFBFF, 0xFFDF, 0xFDFF, 0xFFBF, 0xFEFF, 0xFFFF, 0xFF7F, 0xFEBF, 0xFE7F, 0xDFFF, 0xC003, 0xFFFB, 0xDFFF, 0xF7FB, 0xD7FF, 0xFFFB, 0xDFFF, 0xF7FB, 0xD7FF, 0xF7FB, 0xD7FF, 0xF7FB, 0xD7FF, 0xF7FB, 0xDFFF, 0xFFFB, 0xDFFF, 0xC003, 0xFFFF, 0xC283, 0xFD7F
0xFFF7, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFFF, 0xFFF7, 0xFFF7, 0xFFFF, 0x9277, 0xFFFF, 0x0005, 0x0003, 0x5454, 0x7FFE, 0x2FE8, 0x77DE, 0x57D4, 0x77DF, 0x2548, 0x77DF, 0x5FF5, 0x77DF, 0xA7C9, 0x7FFF, 0x0001, 0xFFFF
0xFFFF, 0x0000, 0xFEFF, 0x0000, 0xFFFF, 0x0100, 0xFFFF, 0x0100, 0xFEFF, 0x0000, 0xFD7F, 0x0380, 0xFD7F, 0x0380, 0xFFFF, 0x0380, 0xFBBF, 0x07C0, 0xFBBF, 0x07C0, 0xFFFF, 0x07C0, 0xFFFF, 0x07C0, 0xF7DF, 0x0FE0, 0xF7DF, 0x0FE0, 0xFFFF, 0x0FE0, 0xFFFF, 0x0FE0
0xFFFF, 0x0FE0, 0xFFFF, 0x0FE0, 0xF7DF, 0x0FE0, 0xF7DF, 0x0FE0, 0xFBBF, 0x06C0, 0xFBBF, 0x07C0, 0xFFFF, 0x0280, 0xFABF, 0x0280, 0xFFFF, 0x0100, 0xFFFF, 0x0000, 0xFFFF, 0x0100, 0xFFFF, 0x0100, 0xFD7F, 0x0380, 0xFF5F, 0x01A0, 0xFD5F, 0x03A0, 0xFF9F, 0x03E0
0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0580, 0xF87F, 0x1200, 0xE1FF, 0x0800, 0xE7FF, 0x2000, 0xCFFF, 0x1000, 0xCFFF, 0x0000, 0xDFFF, 0x2000, 0xDFFF, 0x2000, 0xDFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0002, 0xFFFF, 0x0004, 0xFFFF, 0x0018, 0xFFFF, 0x00E0, 0xFFFF
0x0140, 0xFFFF, 0x00C0, 0xFE3F, 0x0020, 0xFD5F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFF7F, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0x5000, 0xDFFF, 0x5200, 0xFFFF, 0x7580, 0xDFFF, 0x7A70, 0xFFFF, 0x54CC, 0xFF3F, 0x7433, 0xDFCF, 0x758C, 0xDE7F, 0x7A70, 0xFFFF, 0x7580, 0xFFFF, 0x7200, 0xDFFF, 0x7000, 0xDFFF, 0x7000, 0xDFFF, 0x7000, 0xDFFF, 0x5000, 0xFFFF, 0x5000, 0x8FFF, 0xF800, 0xFFFF
0x5000, 0xDFFF, 0x5300, 0xFFFF, 0x75C0, 0xDEFF, 0x7BE7, 0xFE3F, 0x54DF, 0xFF39, 0x74CE, 0xDF33, 0x74CC, 0xDF37, 0x7AC8, 0xFFFF, 0x7530, 0xFFFF, 0x7200, 0xDFFF, 0x7000, 0xDFFF, 0x7000, 0xDFFF, 0x7000, 0xDFFF, 0x5000, 0xFFFF, 0x5000, 0x8FFF, 0xF800, 0xFFFF
0x0000, 0x0002, 0x7FFC, 0x7FFF, 0x7FF9, 0x7FFF, 0x7FEA, 0x7FF6, 0x7FC4, 0x7FFE, 0x79AE, 0x7FDE, 0x771E, 0x7BFE, 0x7EBE, 0x737E, 0x783E, 0x77FE, 0x723E, 0x4DFE, 0x14FE, 0x7BFE, 0x11FE, 0x7EFE, 0x4FFE, 0x7CFE, 0x6EFE, 0x71FE, 0x71FE, 0x7FFE, 0x0000, 0x0000
0xDFFF, 0xFFFF, 0xDFFF, 0xF7FF, 0xDBFF, 0xFFFF, 0xDFFF, 0xFFFF, 0xDFFF, 0xFFFF, 0xDFFF, 0xF7FF, 0xDBFF, 0xFFFF, 0xDFFF, 0xFFFF, 0xDFFF, 0xFFFF, 0xDFFF, 0xF7FF, 0xDBFF, 0xFFFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xD7FF, 0xE5FF, 0xDBFF, 0xE1FF, 0xDFFF
0xE1FF, 0xDFFF, 0xE1FF, 0xD7FF, 0xE5FF, 0xDBFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xD7FF, 0xE5FF, 0xDBFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xD7FF, 0xE5FF, 0xDBFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xDFFF, 0xE1FF, 0xD7FF, 0xE5FF, 0xDBFF, 0xE1FF, 0xDFFF
0xFF87, 0xFFFB, 0xFF87, 0xFFEB, 0xFFA7, 0xFFDB, 0xFF87, 0xFFFB, 0xFF87, 0xFFFB, 0xFF87, 0xFFEB, 0xFFA7, 0xFFDB, 0xFF87, 0xFFFB, 0xFF87, 0xFFFB, 0xFF87, 0xFFEB, 0xFFA7, 0xFFDB, 0xFF87, 0xFFFB, 0xFF87, 0xFFFB, 0xFF87, 0xFFEB, 0xFFA7, 0xFFDB, 0xFF87, 0xFFFB
0xFFFB, 0xFFFF, 0xFFFB, 0xFFEF, 0xFFDB, 0xFFFF, 0xFFFB, 0xFFFF, 0xFFFB, 0xFFFF, 0xFFFB, 0xFFEF, 0xFFDB, 0xFFFF, 0xFFFB, 0xFFFF, 0xFFFB, 0xFFFF, 0xFFFB, 0xFFEF, 0xFFDB, 0xFFFF, 0xFF87, 0xFFFB, 0xFF87, 0xFFFB, 0xFF87, 0xFFEB, 0xFFA7, 0xFFDB, 0xFF87, 0xFFFB
0x0000, 0x0000, 0x0003, 0x0000, 0x0003, 0x0000, 0x0003, 0x0000, 0x0003, 0x81C0, 0x0003, 0x81C1, 0x0003, 0x01C3, 0x0007, 0x01C7, 0x000F, 0x99CE, 0x001F, 0x99DD, 0x003B, 0x01FB, 0x0077, 0x01F6, 0x00EF, 0x01EC, 0x01DB, 0x01D8, 0x03B3, 0x03B0, 0xFFFF, 0x0760
0xFFFD, 0x0002, 0xFFFC, 0x7FFF, 0xFFF9, 0x7FFF, 0xFFEB, 0x7FF6, 0xFFC5, 0x7FFE, 0xF9AF, 0x7FDE, 0xF71F, 0x7BFE, 0xFEBF, 0x737E, 0xF83F, 0x77FE, 0xF23F, 0x4DFE, 0x94FF, 0x7BFE, 0x91FF, 0x7EFE, 0xCFFF, 0x7CFE, 0xEEFF, 0x71FE, 0xF1FF, 0x7FFE, 0xFFFF, 0x0000
0xFFFD, 0x0002, 0xFFFC, 0x7FFF, 0xFFF9, 0x7FFF, 0xFFEB, 0x7FF6, 0xFFC5, 0x7FFE, 0xF9AF, 0x7FDE, 0xF71F, 0x7BFE, 0xFEBF, 0x737E, 0xF83F, 0x77FE, 0xF23F, 0x4DFE, 0x94FF, 0x7BFE, 0x91FF, 0x7EFE, 0xCFFF, 0x7CFE, 0xEEFF, 0x71FE, 0xF1FF, 0x7FFE, 0xFFFF, 0x0000
0xFFBF, 0xFFFF, 0xFF1F, 0xFFBF, 0xFFBF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFBFD, 0xFBFD, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xDFFF, 0xDFFF, 0xDFBF, 0xDFBF, 0x071F, 0x271F, 0x1FBF, 0xDFBF, 0x1FFF, 0xDFFF
0xFFFF, 0x0000, 0xFCBF, 0x03C0, 0xFDFF, 0x03C0, 0xF9FF, 0x07E0, 0xFBFF, 0x07E0, 0xFBEF, 0x07F0, 0xF37F, 0x0FF0, 0xF2FF, 0x0F70, 0xFEFF, 0x03F0, 0xF2FF, 0x0370, 0xFFFF, 0x0370, 0xFBEF, 0x07F0, 0xFBFF, 0x07E0, 0xF9FF, 0x07E0, 0xFDFF, 0x03C0, 0xFCBF, 0x03C0
0xFFFF, 0x0000, 0xFDDF, 0x03E0, 0xFAFF, 0x07E0, 0xF17F, 0x0FF0, 0xF4BF, 0x0FF0, 0xF657, 0x0FF8, 0xEB2F, 0x1F78, 0xFC17, 0x0E38, 0xFE8F, 0x0EB8, 0xFE27, 0x0E38, 0xEF37, 0x1F78, 0xF7D7, 0x0FF8, 0xF7EF, 0x0FF0, 0xF7FF, 0x0FF0, 0xFBFF, 0x07E0, 0xFDDF, 0x03E0
0x8C00, 0x8FFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFC00, 0xDFFF, 0xDC00, 0xDFFF, 0xFE1E, 0xDDE1, 0xDC00, 0xDFFF, 0xFFA8, 0xDF57, 0xDC00, 0xDFFF, 0xFC84, 0xDFFF, 0xDC00, 0xDFFF
0x8000, 0x7FFF, 0x0000, 0x8000, 0x0000, 0x8000, 0x0000, 0x8000, 0x0000, 0x8000, 0x0000, 0x8000, 0x0000, 0x8000, 0x0000, 0x8000, 0x0000, 0x8000, 0x0080, 0x81A0, 0x01A0, 0x83A0, 0x0060, 0x8768, 0x0618, 0x8FF8, 0x0F88, 0x8FF8, 0x07F1, 0x83FD, 0x077D, 0x83FD
0x0003, 0xFFFF, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x0003, 0x0007, 0x7E03, 0xFE07, 0xF983, 0xFF87, 0xE1E3, 0xFFE7, 0xBF83, 0xFF87
0xC7FF, 0x3800, 0xC7E3, 0x381C, 0xC7E3, 0x381C, 0xC7E3, 0x381C, 0xC7E3, 0x381C, 0xC4E3, 0x3B1C, 0xC4E3, 0x3B1C, 0xC4E3, 0x3B1C, 0xC4E3, 0x3B1C, 0x4003, 0xBFFC, 0x4003, 0xBFFC, 0x0003, 0xFFFC, 0x0003, 0xFFFC, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0x5000, 0xDFFF, 0x5000, 0xFFFF, 0x7600, 0xDFFF, 0x7BE0, 0xFFFF, 0x5678, 0xFD9F, 0x7734, 0xDCCF, 0x751A, 0xDEE7, 0x7A19, 0xFFFF, 0x7527, 0xFEFF, 0x77C0, 0xDCFF, 0x7300, 0xDFFF, 0x7000, 0xDFFF, 0x7000, 0xDFFF, 0x5000, 0xFFFF, 0x5000, 0x8FFF, 0xF800, 0xFFFF
0xFFFF, 0x0000, 0xF0FF, 0x0F00, 0xF0FF, 0x0F00, 0xF0F8, 0x0F07, 0xF078, 0x0F87, 0x2058, 0xDFA7, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF, 0x0000, 0xFFFF
0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xFFFF, 0xF800, 0xFFFF
0xFFFF, 0xFFFF, 0x800F, 0x8001, 0xFFFF, 0xBFFF, 0xF757, 0xB5FF, 0xEEAF, 0xABFF, 0xFD57, 0xB7FF, 0xFAAF, 0xAFFF, 0xF557, 0xBFFF, 0xEAAF, 0xBFFF, 0xF557, 0xBFFF, 0xEAAF, 0xBFFF, 0xF557, 0xBFFF, 0xEAAF, 0xBFFF, 0xF557, 0xBFFF, 0xFFFF, 0xBFFF, 0xFFFF, 0xBFFF
